sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
29725,2017,"(Studio: Anderson Cooper) What Representative Devin Nunes, chairman of the House Intelligence Committee, said about the Russian connection investigation introduced. [NUNES&nbsp- says the intelligence community collected information about people involved in the Trump transition.] [White House press secretary Sean SPICER&nbsp- reacts to Nunes' statement raising questions.] [At the White House, NUNES&nbsp- says he presented the information to President Trump about the intelligence reports.] [TRUMP&nbsp- says he feels """"""""somewhat"""""""" vindicated.] [In response to questions, NUNES&nbsp- says then-President Obama did not wiretap & Trump used the term differently.](Studio: Anderson Cooper; White House: Jeff Zeleny) What Representative Adam Schiff is saying about Nunes coming to the White House discussed. [SCHIFF&nbsp- offer views on Nunes acting as a surrogate for the White House.] [SPICER&nbsp- comments on Nunes just coming to the White House.](Studio: Anderson Cooper) Earlier interview held with Representative Jim Himes about the investigation. [HIMES&nbsp- offer views on Nunes going to the White House without sharing with the House Intelligence Committee: it was a political move to back up Trump.](Studio: Anderson Cooper) Live discussion continued with CNN's """"""""""""""""New York Times"""""""" Maggie Haberman, Carl Bernstein, Philip Mudd, Jeffrey Toobin & David Chalian about the FBI investigation of the Trump campaign & Russians & what Nunes did. [HABERMAN, TOOBIN, CHALIAN, BERNSTEIN, MUDD&nbsp- offer views on Nunes going to the White House with committee information, how Nunes has no idea what is going on, the issues of Nunes' credibility & the facts indicating a need for a special prosecutor, how foreign persons are wiretapped.]",1737,6050,1080,45369365,45582621,45703000,national,national,national,hard,hard,hard,hard,hard,national,national
28304,2017,"(Studio: David Muir) .(JFK airport: Eva Pilgrim) The backlash against President Trump's travel ban blocking refugees from seven countries from entering the US featured; scenes shown of protests from several cities against the immigration crackdown; statistics cited; details given about Nazanini ZInouri's visit to her family in Iran & now prevented from returning. [In Pennsylvania, MAN; voice of ZINOURI, Iraqi Mohammed al-Haj MUSTAFA, Virginia medical resident Dr. Muhammad MUSTAFA- comment on the situation.] The status of travelers being held at airports discussed.(Studio: David Muir) .(Washington: Pierre Thomas) The legal challenges to Trump's executive order examined; scenes shown of a Brooklyn protest, volunteer lawyers at airports; details given of the ruling from Judge Ann Dannelly about detention & deportation. [Attorney for detained refugees Mark DOSS- calls the order unconstitutional.] [White House press secretary Sean SPICER&nbsp- defends travel restrictions.] What Homeland Security is saying about the mission discussed.(Studio: David Muir) .(White House: David Wright) The response of the Trump administration that the move is aimed at keeping the US safe examined; Trump Tweet quoted; details given about the lack of terrorists from the seven banned countries. [White House chief of staff Reince PRIEBUS- comments on green card status & detentions.] [Senators Chuck SCHUMER, John McCAIN&nbsp- oppose the order.] [SPICER&nbsp- comments.] The Trump order reorganizing the NSC noted. Trump's Tweet against the critical senators discussed.(Studio: David Muir) .(Los Angeles: Jim Avila) The ripple effect from the Trump travel ban examined; details given of response from the US Olympic Committee, Olympic athlete Mo Farah, the NBA players, the Academy Awards, the tech industry.",1805,6050,650,45599121,45599296,45660870,national,national,national,hard,hard,hard,hard,hard,national,national
34699,2017,"(Studio: Anderson Cooper) The start of President Trump's 17-day vacation in New Jersey introduced. [Dec. 21, 2015; Oct. 11, Aug. 19, Aug. 2, Oct. 11, Feb. 4, Feb. 19, Feb. 11, Apr. 21, May 5, Mar. 14, Apr. 27, Mar. 4, Apr. 22, 2016, TRUMP&nbsp- criticizes former President Obama's golf vacation time.](Studio: Anderson Cooper; White House: Jim Acosta) What the White House is saying about Trump's """"""""working vacation"""""""" with White House chief of staff John Kelly in Bedminster, how work can creep on vacationing presidents, how Trump said nothing today about the Russia investigation, how he has only held one full news conference to date.](Studio: Anderson Cooper) Live discussion held with CNN's Van Jones, Trump author Timothy O'Brien, Trump supporter Jeffrey Lord & historian Douglas Brinkley about Trump & presidential vacations. [JONES, LORD, O'BRIEN, BRINKLEY&nbsp- offer views on the black reaction to Trump calling Obama lazy, how James Madison took a 4-month vacation, how Trump only goes to his own resorts, what can happen when a president vacations.]",1061,6050,690,45439691,45582621,45602016,national,national,national,hard,hard,hard,hard,hard,national,national
29133,2017,"(Studio: Anderson Cooper; Washington: Jim Acosta) The big day at the White House starting with White House press secretary Sean Spicer's briefing where he answered questions with President Trump obsessed with crowd size, his executive actions withdrawing the US from the Pacific trade deal, a freeze on hiring federal workers, new policy on immigration """"""""dreamers"""""""" discussed. [SPICER&nbsp- says there were so many people at the inauguration.](Studio: Anderson Cooper; Capitol Hill: Phil Mattingly) The status of cabinet confirmations, including Rex Tillerson {Secretary of State} with Senator Marco Rubio now on board, Mike Pompeo {CIA director} & the meeting of Trump with Congressional leaders discussed.(Studio: Anderson Cooper) Live discussion held with CNN's Carl Bernstein, Margaret Hoover, Trump supporter Kayleigh McEnany, Van Jones & former Reagan adviser Ed Rollins about the first days of the Trump administration. [HOOVER, BERNSTEIN, ROLLINS, JONES, McENANY&nbsp- offer views on the work by the Trump team, the administration's weekend war on the press, the role of Fox News in doing hard reporting, this good day for Trump after the crowd size fight, the impact of the weekend protests on the Democrats, Trump as a post-partisan president.]",1254,6050,770,45588993,45599296,45561022,national,national,national,hard,hard,hard,hard,hard,national,national
32327,2017,"(Studio: Jim Sciutto) President Trump's tweet about getting back to work & his criticism of the """"""""tainted"""""""" FBI & deputy director Andrew McCabe quoted. [Dec. 8, Oct. 29, Nov/ 5, TRUMP&nbsp- criticizes the FBI & the fake dossier.] The """"""""dossier"""""""" compiled by British intelligence officer Christopher Steele for the Fusion GTS, which was paid for by the DNC & a Republican opponent of Trump with portions of the dossier corroborated but Trump blames it for the investigation into Russian contacts detailed.(Studio: Jim Sciutto; Washington: Evan Perez) The Trump view that the entire investigation is based on the dossier, but how it is more than that: that Russia tried to meddle in the 2016 election with Trump tweets being just a distraction, how there is no sign the investigation by special counsel former FBI director Robert Mueller will soon end discussed.(Studio: Jim Sciutto) Live discussion held with CNN's former CIA & FBI agent Philip Mudd, law professor Carrie Cordero, columnist Matt Lewis & Carl Bernstein about Trump, the Russia investigation & the dossier. [BERNSTEIN, MUDD, CORDERO, LEWIS&nbsp- offer views on how only the Trump presidency is """"""""tainted"""""""" by undermining government institutions; the guilty pleas for lying to the FBI not connected to the dossier; the FBI & Mueller investigations based on different information beyond the dossier; the Republican response to Trump's attacks, the two scenarios about the president, the link of Mueller's team to Democratic funding indicating the FBI does not like Trump.]",1534,6050,910,45458663,45435454,45598054,national,national,national,hard,hard,hard,hard,hard,national,national
32324,2017,"(Studio: Jim Sciutto) A tweet from President Trump on the termination of the Obamacare mandate in the tax cut bill quoted. Live discussion held with CNN's former Trump campaign aide Michael Caputo & Bakari Sellers about the repeal of Obamacare. [SELLERS&nbsp- offers views on the failure to repeal Obamacare, what the """"""""mandate"""""""" covers.] [CAPUTO&nbsp- offers views on the importance of repealing the mandate, which is costly to individuals, how """"""""we"""""""" don't like Obamacare.]",475,6050,410,45596899,45418775,45602016,national,national,national,hard,hard,hard,hard,hard,national,national
28721,2017,"(Studio: Jose Diaz Balart) Another day of protests in Venezuela over special elections that could give dictatorial powers to Socialist President Nicolas Maduro reviewed; scenes shown of violence in the streets on Caracas. [PROTESTER, SUPPORTER&nbsp- comment.]",259,6050,100,45369365,45303376,45703000,international,international,international,hard,hard,hard,hard,hard,international,international
36732,2017,"(Studio: Jose Diaz Balart) .(No location given: Matt Bradley) The newly released dashcam video of a police shooting in August of a black man, Patrick Harmon, in Salt Lake City featured; video of the shooting shown; details given of the D.A.'s report.",251,6050,110,45703268,45597133,45303376,local,local,local,hard,hard,hard,hard,hard,local,local
33818,2017,"(Studio: David Muir) .(La Jolla, California: Matt Gutman) A deadly mass shooting Sunday in California by Peter Selisfeatured; scenes shown from a La Jolla apartment complex of a man firing from a chair with a timetable outlined on screen with dispatch audio played. [MAN, college student Kayla WONG&nbsp- describe what happened.] [San Diego police Chief Shelley ZIMMERMAN- says he was talking to his ex-girlfriend.]",418,6050,150,45435454,45369365,45599360,local,local,national,hard,hard,hard,hard,hard,NA,local
33951,2017,"(Studio: Anderson Cooper) Live discussion continued with CNN's Trump supporters Jeffrey Lord & Kayleigh McEnany, Democrat Paul Begala, """"""""New York Times"""""""" columnist Frank Bruni & Gen. Mark Hertling about President Trump, the State Department, Iran & Australia. [LORD, BEGALA, BRUNI, McENANY, HERTLING&nbsp- offers views on the State Department protest: liberal unionists, the """"""""dissent channel"""""""" in State, the Trump approach to executive orders resulting in confusion, Trump picking a fight with Australia, the revolution against the world order, Trump's speaking about the """"""""movement""""""""; is this an """"""""America Only"""""""" policy that hurt alliance building.] [By phone, """"""""Washington Post"""""""" reporter Philip RUCKER- talks about Trump's testy Saturday phone call with the Australia prime minister over refugee policy.]",809,6050,660,45602016,45598054,45365495,national,national,national,hard,hard,hard,hard,hard,national,national
30987,2017,"(Studio: Anderson Cooper; White House: Jim Acosta) The White House's scathing response {quoted} to the release of President Trump's 2005 tax return, the issue of his refusal to release his tax returns during the presidential election campaign discussed.(Studio: Anderson Cooper) Live discussion held with CNN's """"""""Washington Post""""""""'s Philip Bump, Van Jones, former Trump adviser Jason Miller, Gloria Borger, New Yorker""""""""'s Ryan Lizza, Democrat Paul Begala & conservative Matt Lewis about Trump's taxes. [BUMP, LIZZA, BEGALA, LEWIS, BORGER, MILLER, JONES&nbsp- offer views on what could be learned from his tax returns beyond income/taxes, whether the public cares about the taxes, are there details of deals with Russia in form 8938 & conflicts of issue.]",754,6050,650,45303376,45597447,45475881,national,national,national,hard,hard,hard,hard,hard,national,national
37025,2017,"(Studio: John Berman) What Trump adviser Kellyanne Conway said about Roy Moore running for the Senate in Alabama despite sexual misconduct stories introduced; details given about the administration's positions on Moore. [On Fox, CONWAY&nbsp- says we need votes in the Senate for the tax bill; criticizes Senator Al Franken & Bob Menendez & Alabama's Doug Jones.] The various accusations against Moore reviewed. [On Fox, last Thursday, CONWAY&nbsp- says no Senate seat is worth a child.] [Later, repeatedly, White House press secretary Sarah Huckabee SANDERS&nbsp- says let Alabama decide.] [Sept. 22, President TRUMP&nbsp- backs Luther Strange for the Senate; adds if Moore wins, he will campaign for him.](Studio: John Berman) Live discussion held with CNN's Trump supporter Stephen Moore, """"""""Washington Post"""""""" reporter Philip Bump & Republican Amanda Carpenter about the politics of Moore; photos shown of Republican senators wanting Moore to withdraw. [CARPENTER, MOORE, BUMP&nbsp- offer views on Moore & the Alabama vote in this election, how Trump won't take a position on Moore, but wants the tax cuts passed, the issue of allegations against Franken, Trump & Moore: the scenarios for an option in Alabama to Moore.] Other material: Trump shown not responding to questions about Moore.",1290,6050,910,45278443,45561022,45478596,international,national,national,hard,hard,hard,hard,hard,NA,national
33413,2017,"(Studio: Anderson Cooper) .(Washington: Jim Acosta) The controversy over new revelations about President Trump's staffers & the Russian connection examined; details given about Trump advisers meetings with the Russian ambassador at the Republican convention. [Last April, candidate TRUMP&nbsp- promotes improving relations with Russia.] [Representative Will HURD- comments.] Trump tweet about Democrats & Russians quoted. [Attorney General Jeff SESSIONS&nbsp- recuses himself from the Russian story.] [Representative Nancy PELOSI&nbsp- comments.] Pelosi picture with the ambassador shown & her tweet quoted. The response from Hillary Clinton's campaign about Russians noted.(Studio: Anderson Cooper) .(Washington: Jim Sciutto) The background to Trump adviser Carter Page, who is an energy executive with ties to Russia & has written about global policy before being named a Trump adviser, presented. [In Moscow, PAGE&nbsp- criticizes US foreign policy.] [With Judy Woodruff, PAGE&nbsp- denies any meetings with Russian officials.] The Trump camp denial of Page's connection to the campaign noted.(Studio: Anderson Cooper) Live interview held with Page. [PAGE&nbsp- offers views on what he said to Judy Woodruff about Russians & the reports on it, on his """"""""role"""""""" in the Trump campaign, on his """"""""meetings"""""""" {Russian definition} with Trump at rallies.] [Feb. 16, TRUMP&nbsp- says he never met Page.]",1398,6050,930,45602016,45492139,45652036,international,international,national,hard,hard,hard,hard,hard,NA,international
29618,2017,"(Studio: Anderson Cooper) Secretary of State Rex Tillerson shown arriving in Mexico for meetings.(Studio: Anderson Cooper) Live discussion held with former Pinal County, Arizona, sheriff Paul Babeu& Pima County, Arizona, Sheriff Napier about the immigration directive from President Trump. [NAPIER, BABEU&nbsp- offer views on enforcing immigration arrests in the state to secure the border.]",392,6050,310,45652036,45597133,45541215,international,international,international,hard,hard,hard,hard,hard,international,international
35113,2017,"(Studio: Anderson Cooper) The view from Attorney General Jeff Sessions that what President Trump said about the police use of force was done in jest introduced. [Last Friday, TRUMP&nbsp- suggests police don't be too nice with thugs in paddy wagons & cars.](Studio: Anderson Cooper) Live discussion held with CNN's Mary Katharine Ham, former Bush aide Scott Jennings & Bakari Sellers about the issue of the Trump & the police. [SELLERS, JENNINGS, HAM&nbsp- offer views on whether Trump crossed the line about police & the problematic criminal justice system, how Trump was communicating a sentiment with that statement, the view from Trump country, how the discussion about police & community should be held.] Ham's book """"""""End of Discussion"""""""" noted.",748,6050,410,45598054,45439691,45478596,national,national,national,hard,hard,hard,hard,hard,national,national
30110,2017,"(Studio: Tom Llamas) .(Florida: Mary Bruce) The reaction to President Trump's comments on Sweden & terrorism & his ongoing criticism of the media examined; White House clarification on Sweden quoted; details given about questions about his travel ban, Russia & the national security adviser. [TRUMP&nbsp- says who would believe the problems in Sweden; blames the dishonest media.] [WOMAN&nbsp- defends Trump.] [Senator John MCCAIN&nbsp- says dictators shut down the press.] [Secretary of Defense Gen. James MATTIS- says he has no issues with the press.] Photos of four NSA candidates shown.",591,6050,310,45236911,45570826,24043308,international,international,national,hard,hard,hard,hard,hard,NA,international
30277,2017,"(Studio: John Berman) The movement of Hurricane Harvey towards Texas introduced.(Corpus Christi, Texas: Martin Savidge) The wind & rain in Texas from Hurricane Harvey with a non-mandatory evacuation reviewed; scenes shown of the reporter out in the stormy weather. How there are sightseers driving about despite the potential of disaster, the threat of storm surge on the nearby islands & low-lying areas that will be inundated with water discussed.(Studio: John Berman) Live interview held by phone with Corpus Christi Mayor Joe McComb abut the storm. [McCOMB&nbsp- talks about the threat from the rain that will back up through the city, about people staying in shelter & off the roads till """"""""this thing"""""""" passes & seek higher ground.](Studio: John Berman; studio: Chad Myers) The latest information on the Category 4 hurricane that may last for a week discussed; weather maps in the background & storm video shown.",917,6050,700,45236911,45598054,45542987,national,local,local,hard,hard,hard,hard,hard,NA,local
36960,2017,"(Studio & a bakery: David Muir) Thanksgiving holiday products Made in America featured; scenes shown from a bakery, a Montana wheat farm, an Illinois pumpkin farm, carving knives. [La Brea Bakery manager Allison LEIBOVICH, Montana FARMER, pumpkin farmer Brian TANNER, agriculture manager Jim ACKERMAN, Cusco Knives Rachel HUTCHINS&nbsp- talk about bread made from Montana wheat, pumpkins, the pies, the knives.]",413,6050,115,45458663,45597447,45534905,national,national,local,hard,soft,soft,NA,soft,NA,national
35618,2017,"(Studio: Anderson Cooper) What Representative Frederica Wilson said yesterday about what she overheard President Trump say to Myeshia Johnson, the widow of fallen soldier La David Johnson, & what White House chief of staff Gen. John Kelly said about the death of his soldier son introduced; Wilson's statement quoted. [KELLY&nbsp- recounts talking to Trump about what to say to these families, what his friend told him about his son's death & those in Niger; states he was broken-hearted about what the Congresswoman said on TV, how he walks among the stones at Arlington National Cemetery.](Studio: Anderson Cooper; White House: Jeff Zeleny) The background to Kelly's own decision to speak about his son Robert, who died 7 years ago in Afghanistan, what it was like to be in the room for the emotional statement Kelly made about the transport of fallen soldiers, Trump's attack on former presidents & Military calls discussed.(Studio: Anderson Cooper) Earlier interview held with the family of Army Ranger Etienne Murphy, who died in Syria this year; photo shown. [Gold Star parents Sheila & Calvin MURPHY- talk about their son Etienne, their reaction to being notified of his death, their reaction to the news & hoping he is still coming home, getting strength through their grandchildren, how there are no hard feeling about President Trump not writing/calling, how she wrote a letter to Trump thanking him for what he is doing over there, what she wants people to know about her son. the outpouring of support they receive.] Other material: [KELLY&nbsp- says after his son was killed, the only phone calls that matter are from his friends.]",1645,6050,1030,45602016,45492139,45652036,national,national,national,hard,hard,hard,hard,hard,national,national
33011,2017,"(Studio: Anderson Cooper) What President Trump said today about the Us approach to North Korea introduced. [In response to questions, TRUMP&nbsp- says Kim Jong Un has not been saying much the past few days.](Studio: Anderson Cooper) Live discussion continued with CNN's retired Army Gen. Tony Tata, former NSC official Peter Feaver, retired Lt. Col. Rick Francona & Kimberly Dozier about Trump & North Korea. [DOZIER, TATA, FEAVER, FRANCONA&nbsp- offer views on what Trump is trying to tell Kim & those around him, the """"""""play"""""""" by China about supporting North Korea, how we cannot have the nuclear proliferation & we need China to pressure North Korea, what Trump has done in threatening North Korea, who does not want a war, too, how there are no good military options.]",771,6050,360,45663127,45449661,45464287,national,international,national,hard,hard,hard,hard,hard,NA,national
30918,2017,(Studio: David Muir) .(Washington: Martha Raddatz) The new State Department travel warnings for Americans about Cuba in light of the mysterious sonic attacks against US diplomats examined; victims' symptoms outlined on screen. [President TRUMP&nbsp- says some very thing happened in Cuba.] [State Department spokesman Heather NAUERT- comments.] The response of JetBlue to the travel warnings noted.,399,6050,100,45599121,45703268,45561022,international,national,international,hard,hard,hard,hard,hard,NA,international
31050,2017,"(Studio: Anderson Cooper) The cost of travel by HHS Secretary Tom Price, who chartered private lets, introduced; Price's price statistics cited. [White House press secretary Sarah Huckabee SANDERS&nbsp- says we will review HHS private planes.] [In 2010, PRICE&nbsp- tells Representative Nancy Pelosi not to fly luxury jets.](Studio: Anderson Cooper; White House: Jeff Zeleny) A statement from the White House about the cost of travel by military planes quoted & reports on how President Trump is incensed by Price's travels while past secretaries flew commercial & whether Price will hold onto his job discussed. [In walking interview, PRICE&nbsp- says we have heard the criticisms.](Studio: Anderson Cooper) Live discussion held with CNN's Jeffrey Toobin & """"""""New York Times"""""""" reporter Maggie Haberman about Price. [TOOBIN, HABERMAN&nbsp- offer views on Price's prior stock trading, how he loved his private planes, how the president is aware about dhow damaging this is to him & it will be tough for Price to survive, how it is """"""""chaos unchecked,"""""""" the administration {paranoia} concern about HHS leaks, the EPA spending by Scott Pruitt, how an elite wealthy group is running the government.]. Other material: [Five times in the campaign, TRUMP&nbsp- speaks about """"""""draining the swamp.""""""""]",1289,6050,6180,45597133,45602016,45652036,national,national,national,hard,hard,hard,hard,hard,national,national
28690,2017,"(Studio: David Muir) .(White House: Cecilia Vega) The White House explanation for the removal of White House communications director Anthony Scaramucci after 11 days with White House chief of staff John Kelly now running things reviewed; details given about his actions with his words, including his criticism of Steve Bannon, quoted. [July 27, SCARAMUCCI&nbsp- talks about his """"""""brother"""""""" relationship with White House chief of staff Reince Priebus.] [White House press secretary Sarah Huckabee SANDERS&nbsp- says Trump felt his comments were inappropriate, that Kelly has full authority.] [Today, TRUMP&nbsp- says Kelly will one of the great chiefs of staff.] The photo of Trump with his cabinet shown & the issue of possibly transferring Attorney General Jeff Sessions to Homeland Security with a Trump tweet about the day discussed.",836,6050,220,45598054,45582810,45535857,national,national,national,hard,hard,hard,hard,hard,national,national
35025,2017,"(Studio: Anderson Cooper; White House: Jim Acosta) President Trump's plan to remake the immigration system with a point-based system for green card status discussed; how to earn points outlined on screen; details given about Acosta's confrontation with White House adviser Stephen Miller about the Statue of Liberty. [ACOSTA, MILLER&nbsp- offer differing opinions on immigration & meaning of the Statue of Liberty & the Emma Lazarus poem.](Studio: Anderson Cooper) Live discussion held with CNN's """"""""New York Times"""""""" Charles Blow, Trump supporter Jeffrey Lord, Ana Navarro & former US attorney Matthew Whitaker about the immigration plan. [BLOW, LORD, NAVARRO, WHITAKER&nbsp- offer views on how President Trump has pitted minority groups against each other, how we need skilled immigrants, how this is opening a debate on legal immigration, the issue of assimilation, that a point systems is racist & unAMerican, Navarro's minority community in Miami.]",951,6050,830,45602016,45439691,45435454,national,national,national,hard,hard,hard,hard,hard,national,national
30222,2017,(Studio: Tom Llamas) .(Beijing: Bob Woodruff) The US response to North Korea's testing of a new rocket engine for a missile featured; scenes shown of Secretary of State Rex Tillerson with Chinese leader Xi Jinping; details given about the rocket's capabilities. [President TRUMP&nbsp- says North Korea is acting badly.] [TILLERSON&nbsp- says the policy of patience has ended & tensions are quite high.],404,6050,100,45369365,45582621,45703000,international,international,international,hard,hard,hard,hard,hard,international,international
29362,2017,"(Studio: Anderson Cooper; White House: Breanna Keiler) The aim of the """"""""skinny repeal"""""""" Senate health care bill that may not pass a vote, how this is """"""""repeal light"""""""" eliminating parts of Obamacare discussed.(Studio: Anderson Cooper) Live discussion held with CNN's Ken Cucinnelli, Republican strategist Doug Heye, Jen Psaki about the skinny bill. [HEYE, PSAKI, CUCINNELLI&nbsp- offer views on the troubles with the Republican bill, the long Republican campaigning against Obamacare: let 'em vote!, how this is a hard thing to do, the crisis point for Republican senators: liars in the Republican leadership, the comments from & role for new White House communications director Anthony Scaramucci.]",698,6050,530,45602016,24043308,45596899,national,national,national,hard,hard,hard,hard,hard,national,national
34094,2017,"(Studio: Tom Llamas) .(Houston: Clayton Sandell) The weather situation with tornadoes & storms in the South featured; scenes shown from Alexandria, Louisiana, of damages, lightning & fires, rain, hail, flooding, a Virginia church & homes wrecked. [PEOPLE&nbsp- react.](Studio: Tom Llamas, Rob Marciano) The movement of the tornadoes in the South moving east discussed; weather maps shown.",388,6050,200,45596899,45582621,45602930,local,national,national,hard,hard,hard,hard,hard,NA,national
28654,2017,"(Washington: Anderson Cooper) Tonight's speech before Congress by President Trump introduced.(Washington: Wolf Blitzer, Jake Tapper) Trump's new immigration bill, his call for the repeal/replace Obamacare, his view of North Korea as the grave threat, what ne needs to do in the speech tonight, Trump as the king of the Republican base, the health care bill discussed.(Studio: Wolf Blitzer) .(National Statuary Hall: Dana Bash) The view of the Democratic leadership of the address examined; photo of female House Democrats dressed in white.(Washington: Anderson Cooper; White House: Jim Acosta) The likely tone in Trump's speech tonight, what to do about Obamacare discussed; address excerpt quoted.(Washington: Anderson Cooper) Live discussion held with CNN's John King, Gloria Borger, former Senator Rick Santorum, David Axelrod, about Trump's address. [KING, BORGER, SANTORUM, AXELROD&nbsp- offer views on the significance of this speech, his agenda that he needs to get passed with Republican support, his audience, his communications problem.]",1047,6050,640,45366825,45365495,45599296,national,national,national,hard,hard,hard,hard,hard,national,national
34680,2017,"(Studio: Tom Llamas) .(New York: Erielle Reshef) A cross-country manhunt for Northwestern University professor Wyndham Lathem & Oxford University employee Andrew Warren, who are accused of killing a man, Trenton Duranleau, in Chicago featured; July 27 timeline of the crime outlined on screen; details given of their surrender in California. [Victim's former employer Timber BAUN-CROOKS- reacts.] [Lake Geneva police Det. Lt. Edward GRITZNER- says the library donation was for the homicide victim.]",501,6050,120,45458663,45599360,45582621,national,national,national,hard,hard,hard,hard,hard,national,national
34504,2017,"(Bradenton, Florida: Anderson Cooper) Earlier interview held with Lisa Yacovelle-Kronus, who rode out Hurricane Irma in Key West, Florida; aerial scenes shown from Key West of the damages. [By phone, YACOVELLE-KRONUS&nbsp- says the roads are being cleared, how FEMA is not bringing enough food for the residents; explains why we stayed behind to save the house helping people as a nurse, how there are looters, the curfew, how they stayed in a safe hotel.](Bradenton, Florida: Anderson Cooper) Live interview held with Key West city manager Jim Scholl; aerial views of Key West shown. [SCHOLL&nbsp- talks about two deaths in Key West, how the city avoided worse damage, removing debris, the lack of power & water & getting back to normal operations, the issue of large-scale evacuations from the keys, plans to restore water; questions the damage estimates out there.](Bradenton, Florida: Anderson Cooper) .(Belle Glade, Florida: Miguel Marquez) The lack of electricity & water sources in Florida featured; scenes shown from Belle Glade of damages, people in line for supplies, the dark town at night. [Outside, Ms WALKER&nbsp- wonders about when the electricity will be back on.] [Resident Fontelle BASIE- worries about life without electricity & where food comes from.] [Belle Glade Mayor Steve WILSON- recalls the mandatory evacuation.] The prospects for getting the electricity back on on the west coast of Florida discussed.(Bradenton, Florida: Anderson Cooper) .(North Tampa: Diane Gallagher) The plans to control the fuel supply in Florida featured; scenes shown from a North Tampa gas station that has no fuel while people wait in line.",1646,6050,870,45544389,45597133,45464287,local,local,local,hard,hard,hard,hard,hard,local,local
34186,2017,"(Studio: Anderson Cooper) Live discussion held with CNN's Gloria Borger, Carl Bernstein & David Chalian about the CNN interview with Hillary Clinton. [BORGer&nbsp- offer views on Clinton's conversational tone after she has given this an awful lot of thought, how she has been introspective & intelligent in analyzing politics, but the shortcomings were hers as with the e-mail server & her weaknesses, the role of the Russians in the election, her admission in the books of her own mistakes & her passionate criticism of others, the playful aspect of her character, how much time she has considered about what she did wrong in the presidential election campaign, what she said about societal misogyny, hew it is a good book.]",725,6050,400,45588993,45570826,45597607,national,national,national,hard,hard,hard,hard,hard,national,national
36040,2017,(Studio: David Muir; New York: Rob Marciano) The winter storm plunging temperatures across the country discussed; weather & temperature maps shown.,147,6050,60,45597900,45597133,45582810,national,local,national,soft,hard,hard,NA,hard,NA,national
34927,2017,"(Studio: Anderson Cooper; Washington: Pamela Brown) News that special counsel former FBI director Robert Mueller is using a grand jury in the Russian investigation of President Trump & associates involved in the meeting at Trump Tower with a Russian lawyer thus indicating a new phase in the investigation, what Trump lawyer Ty Cobb is saying {quoted} discussed.(Studio: Anderson Cooper) Live discussion held with CNN's John Dean, Philip Mudd & {by phone} Jeffrey Toobin about the significance of the special counsel's grand jury. [TOOBIN, DEAN, MUDD&nbsp- offer views on how this is the """"""""end of the beginning"""""""" of the investigation with witnesses about to appear & records collected, how the grand jury is an investigative tool, how the focus may be on information {historical records} rather than people, like Donald Trump, Jr., the question of false statements made, how grand juries are tools of prosecutors.]",914,6050,740,45492139,45547592,45541114,international,international,national,hard,hard,hard,hard,hard,NA,international
30855,2017,"(Studio: Anderson Cooper) .(Capitol Hill: Sunlen Serfaty) The status of the Republican health care bill going before Congress examined; vote statistics cited. [Representative Leonard LANCE, Senator Marco RUBIO, Speaker of the House Paul RYAN, Senator Lindsey GRAHAM&nbsp- offer views on the current bill & whether it will pass.](Studio: Anderson Cooper) Live discussion held with Representative Tom Garrett about the bill. [GARRETT&nbsp- says the GOP leadership does not have the votes to get the bill through the House; backs affordable health care with free market solutions; states negotiations are afoot on the way to passing health care to replace Obamacare.](Studio: Anderson Cooper) Live discussion held with CNN's Gloria Borger & Sanjay Gupta about the health care bill. [GUPTA&nbsp- offer views on the loss of medical coverage according to the HBO, how Trump promised too much & started this move too soon amid Republican splits.]",940,6050,600,45602016,45703268,45458663,national,national,national,hard,hard,hard,hard,hard,national,national
32370,2017,"(Studio: Anderson Cooper) The US air strike into Syria last night noted. .(Atlanta: Gary Tuchman) US missile strikes past & presented reviewed; scenes shown of missile strikes in Iraq by President Bill Clinton, the 1986 attack by President Ronald Reagan {speaking video} against Libyan leader Muammar el-Kadhafi, the 1998 operation against Al Qaeda in Afghanistan & Sudan.(Studio: Anderson Cooper) Satellite images of damages to the Syrian air field that was hit by missiles shown. Live discussion held with CNN's retired Gen. Mark Hertling & retired Col. Rick Francona about the missile strike. [HERTLING, FRANCONA&nbsp- offer views on the aims of this military response, the reasoned targeting, the balance of the strike in sending a message to the Syrian government, why a Tomahawk does not crater a runway, n=how the key questions is what will the administration do next after this strike.]",894,6050,570,45598308,45435454,45598901,international,international,international,hard,hard,hard,hard,hard,international,international
