broadcast_abstract,hard_news_gold,geography_gold,sample_id,length,n,time,year
"(Studio: Carol Lin) .(New York: Jeff Greenfield) Speculation about what might have happened if Watergate never happened & President Richard Nixon served out his second term presented; details given about vice presidents Spiro Agnew & Gerald Ford, Washington outsiders Governors Ronald Reagan & Jimmy Carter, who became presidents, the Vietnam War, American journalism & political scandal, the suspicion of government as an institution & the conservative premise about government.",hard_news,national,206695,479,17346,220,2005
"(Studio: Anderson Cooper) The issue of a White House shakeup introduced.(White House: Suzanne Malveaux) The resignation of White House chief of staff Andrew Card, who will be replaced by Josh Bolten, featured. [President BUSH&nbsp- comments on Card & Bolten.] [Republican analyst Charlie BLACK- says one insider replaced another; notes Bush is a demanding boss; states this White House staff has been unified & is trusted by Bush.] [Political analyst Ron BROWNSTEIN- criticizes the administration staff.](Studio: Anderson Cooper) .(White House: Ed Henry) The question of whether Card's resignation will be the end of the shakeup or the beginning examined; details given about Bolten's previous roles. [BUSH&nbsp- praises Bolten for this importance position.] [Republican analyst Bay BUCHANAN- says this changes nothing.](Studio: Anderson Cooper; Washington: John King; Washington: John Roberts) The need for changes in the Bush inner circle, the role of Card at the center of that circle, Bolten's skills & credibility, the fundamental problem of the war in Iraq & the administration's blame of the media coverage of Iraq discussed.(Studio: Anderson Cooper) Taped interview held with President Ronald Reagan's chief of staff Ken Duberstein about the White House shakeup. [DUBERSTEIN&nbsp- says Card is tired after 5 1/2 years & needs a break; outlines the job of chief of staff with a constituency of one; says we should look for new energy with Bolten & his staff.](Studio: Anderson Cooper) Taped interview held with former Clinton adviser Paul Begala about the Card-Bolten change. [BEGALA&nbsp- suggests Bolten is not fresh blood, but Bush likes a tight circle; agrees Karl Rove is the key adviser for the president; suggests the inner circle is """"""""toast.""""""""]",hard_news,national,155320,1762,21426,940,2006
(Studio: Joie Chen) .(Paris: Peter Humi) The possibility of the abandonment of the Tour de France cycling race over a drug scandal examined; scenes shown from the race course; details given of police investigations of the Casino and the Spanish Once teams and of the competitors who refused to race on Wednesday.,soft_news,international,300023,312,14143,170,1998
"(Studio: Peter Jennings) The sixth month anniversary of the fall of Baghdad, Iraq, noted; scenes shown of the statue of Saddam Hussein coming down.(Baghdad: Bill Redeker) The suicide bombing in Baghdad, the assassination of a Spanish diplomat & the positive changes in the city reviewed; scenes shown; details given about power generation. [US administrator in Iraq Paul BREMER - says power generation now exceeds that before the war.] [Iraqi BUSINESSMAN - comments.](Studio: Peter Jennings) .(White House: Terry Moran) President Bush & Iraq featured; scenes shown from his barnstorming tour of New Hampshire; details given of the House committee passage of Bush's Iraq reconstruction funding. [In speech, BUSH - says he would not stand by regarding Saddam; states our work in Iraq is not finished--we will stay the course.] [REPRESENTATIVE - says we have to invest in Iraq.]",hard_news,international,223835,875,12229,300,2003
"(Studio: Brian Williams) Reports introduced.(Hamilton, MT: Kelly O'Donnell) Controversy concerning ways to handle the wildfires in several western states reported; scenes shown from Montana's fires. [Former Forest Service Chief Jack Ward THOMAS - comments on funding problems; talks about thinning the forests.] General Accounting Office report on the high risk of forest fires due to government policies noted. [World Wildlife Fund Bruce CABARLE - comments on government policies.](Dallas: Jim Cummins) Concerns about droughts and water shortages across much of Texas featured; scenes shown. [Rancher Eric O'DELL - says he had to sell his herd.] [Rancher Barrett CLARK says the drought has been around for years.] [Homeowner Daryl ZELLER - explains why he is drilling a water well.] [J&L Drilling Jim LEONARD - says the domestic market has tripled.] [Public works director Steve BOWLIN - describes the weather.] [Entomologist Mike MERCHANT - talks about the grasshoppers.]",hard_news,national,253007,973,11788,290,2000
"(Studio: Peter Jennings) .(White House: Mike von Fremd) President Clinton's preparations for his grand jury testimony tomorrow about his relationship with Monica Lewinsky featured; statement from attorney David Kendall quoted; scenes shown of the Clintons leaving church. [Representative Vic FAZIO, Governor Roy ROMER, Senator Orrin HATCH - offer advice on what Clinton should do.] [ABC News legal analyst Jeffrey TOOBIN - says independent counsel Kenneth Starr may have the evidence to send to Congress to let them decide.] The question of whether Clinton will address the nation noted.(Studio: Peter Jennings; White House: Sam Donaldson; Washington: Jackie Judd; Capitol Hill: Cokie Roberts) Indications that Clinton will address the nation, that Starr will query the president about obstruction of justice, the implications of his statement for the Paula Jones and Kathleen Willey cases, how full would be Clinton's admissions in a speech and the likelihood of Congressional action later on discussed.(Studio: Peter Jennings; White House: Sam Donaldson) The process of tomorrow's grand jury hearing facing the president discussed.(Studio: Peter Jennings) .(Washington: Tim O'Brien) The president's lawyer profiled; details given of his legal background. [Former House press secretary Dee Dee MYERS - talks about Kendall's role.] [In 1977, KENDALL - speaks on the death penalty.] [Georgetown University Law Center Paul ROTHSTEIN - comments on the lawyer's role.] [In July, CLINTON - promises to testify truthfully.](Studio: Peter Jennings) The makeup of the 23-person grand jury noted.",hard_news,national,303864,1587,14143,610,1998
"(Studio: Laurie Dhue) A series of attacks in Riyadh, Saudi Arabia, against American civilians featured; details given about the murder of Kenneth Scroggs and the suspected kidnapping of contractor Paul Johnson; the claim of responsibility by Al Qaeda in the Arabian Peninsula quoted.",hard_news,"national
international",232302,287,18704,110,2004
"(Studio: Elizabeth Vargas) .(Show Low, Arizona: Brian Rooney) The wildfire in Arizona featured; scenes shown of the flames in the trees & smoke. [Forest Service Tom PAXON - talks about the battle against the fire.] [Pinedale homeowner Jason CRAVEN, Heber resident Lynn NICHOLS - comment.] [Senator John McCAIN - says the wood needs to be harvested.]",hard_news,local,239294,349,12763,180,2002
"(Studio: Aaron Brown) Live interview held with """"""""Seattle Post-Intelligencer"""""""" reporter Joel Connellyabout the next steps in the Democratic presidential nomination process. [From Seattle, CONNELLY&nbsp- says Howard Dean has to win in Washington state; comments on Senator John Kerry's organization & the factionalism in Washington; offers his views on the campaign to date.]",hard_news,national,232413,374,18704,230,2004
(Studio: Laurie Dhue) Trial in Israel of a man convicted of raping a Miss World contestant; possibility that the southern part of Sudan may secede from the rest of the country; dissolving of the government of Congo President Laurent Kabila and the low turnout in Nigeria elections reported; scenes shown.,hard_news,international,270514,304,11027,100,1999
"(Studio: John Roberts) .(Washington: Sharyl Attkisson) Concerns about further terrorist attacks by those loyal to Saudi terrorist Osama bin Laden now that Ramadan has ended examined; details given of the heightened state of alert against various kinds of threats. [Carnegie Endowment Joseph CIRINCIONE - comments on a cell carrying out a terrorist incident.] [American Health Association Dr. Mohammad AKHTER - cites the smallpox threat.] [On Face the Nation, national security adviser Condoleezza RICE - comments on the threat of weapons of mass destruction.]",hard_news,"national
international",237142,559,12546,120,2001
"(Studio: Brian Williams) .(O’Hare International Airport: Kevin Tibbles) The close call for 2 commuter jets that almost collided in midair over Fort Wayne, Indiana, reviewed; animation shown; details given about the collision avoidance alert. [Midwest Airlines Carol SKORNICKA- states the pilots did what they were trained to do.] [National Air Traffic Controllers Assn. Jeffrey RICHARDS- notes the impact of fatigue.]",soft_news,local,142568,419,20884,160,2007
"(Studio: Judy Woodruff) .(Brits, South Africa: Mike Hanna) Judge's decision allowing South Africa's wild elephants be removed from a state farm featured; scenes shown of the elephants; details given of the overall problem of elephant overpopulation, which is threatening the ecosystems.",soft_news,international,306602,286,14143,140,1998
(Studio: Dan Rather) The bombing of a prison in Kosovo reported; graphic scenes shown of the bombing site.(Pentagon: David Martin) The approval of sending a small peacekeeping force into Kosovo after the signing of a peace agreement reported. [Pentagon spokesman Kenneth BACON - asks what must be done to get refugees back into Kosovo; says the Kosovo Liberation Army has made a comeback.],hard_news,international,272075,389,11027,140,1999
"(Washington: Carol Lin) The death of an American soldier in a rocket attack in Balad, Iraq, noted.(Baghdad: Gaven Morris) Suicide bombings at 2 Kurdish political headquarters at the start of a religious holiday featured; scenes shown of damaged buildings & injured people in Irbil; details given about increasing political tension among the Kurds. [Coalition spokesman Dan SENOR- reads a statement of condemnation from US administrator in Iraq Paul Bremer.] [Iraqi Governing Council Muhi al-KHATIB- says we will be more determined to rebuild a new Iraq.](Washington: Carol Lin) President Bush’s decision to form an independent commission on US intelligence gathering noted.",hard_news,international,232733,675,18704,210,2004
"(Baghdad: Tom Brokaw) The call by the Iraqi governing council for a war crimes tribunal to try Saddam Hussein noted. The sophisticated operation involved in searching for Saddam’s weapons of mass destruction, led by former U.N. weapons inspector David Kay, featured; scenes shown of huge piles of documents & equipment. [KAY – explains what information they are finding from analyzing documents; talks about credibility in convincing others that Iraq had a weapons program.] [In Washington, Senator Edward KENNEDY – criticizes President Bush for making the case for war based on shoddy & false intelligence.](Baghdad: Richard Engel) The US reconstruction effort in Iraq featured; details given of Iraqi frustration with lack of services and damaged buildings. [US Army Lt. Col. Danny WOODYARD- says Americans are living under the same conditions as the Iraqis.] [Iraqi Provisional Command Brig. Gen. Larry DAVIS- comments on the high power demands of the summer months.](Baghdad: Tom Brokaw) Statements from captured Iraqi deputy prime minister Tariq Aziz that Saddam believed the US would not go to war because of international pressure and that Saddam has been preoccupied with writing three novels reported.",hard_news,international,215040,1214,12229,360,2003
(Studio: John Seigenthaler) President Bush's outline of his budget reported.,hard_news,national,255372,76,12546,85820,2001
"(Studio: Shepard Smith) A snowstorm dumping up to a foot of snow across the Northeast reported; scenes shown from New York City and Boston, Massachusetts.(Fox Weather Center: Rick Reichmuth) The movement of the snow system tracked; national forecast noted; weather maps and data shown on screen.",soft_news,national,161010,295,17346,140,2005
"(Studio: Charles Gibson) A severe earthquake in western Turkey reported.(Istanbul: Mike Lee) The devastation from the earthquake featured; aerial and ground-level scenes shown from Istanbul, Turkey, of wrecked buildings and highways and of the injured and of rescue efforts. [WOMAN - says her relatives are trapped.](Izmit, Turkey: Clay Scott) The impact of the earthquake on other areas of Turkey featured; aerial and ground-level scenes shown of damages and rescue efforts.(Studio: Charles Gibson) Secretary of Energy Bill Richardson said in Turkey when the quake hit.",hard_news,international,274729,570,11027,320,1999
(Studio: Shepard Smith) Firefights between the army and former soldiers in East Timor; continuing searches for victims of monsoon flooding in Thailand; Pope Benedict XVI visiting Poland; elephant problems in India.,hard_news,international,156738,214,21426,90,2006
"(Studio: Katie Couric) Today's snapshots presented: an alarming report from the Institute of Medicine on childhood obesity, and research finding that Vitamin D reduces the risk of pancreatic cancer.",hard_news,national,172576,198,21426,40,2006
(Studio: Brian Williams) .(Washington: Pete Williams) Results of a Syracuse University study of income tax examined; details given about the findings that individual taxpayers are more likely to be audited than businesses and about how businesses legally avoid paying income tax; IRS statistics cited. [Senator Byron DORGAN- says this is massive tax avoidance.] [Corporate tax lawyer Steven BANKLER- comments on the tax write-off for corporations offering employees stock options.] [IRS Commissioner Mark EVERSON- comments on IRS efforts to beef up enforcement.],hard_news,national,228090,566,18704,140,2004
"(Studio: Aaron Brown) The headlines of today's morning newspapers presented; front pages shown from the papers from the """"""""International Herald Tribune""""""""; """"""""Christian Science Monitor""""""""; Philadelphia, Toledo, Ohio; Richmond, Virginia; Atlantic City, New Jersey & Chicago.","hard_news
not_clear","national
not_clear",214710,269,18704,140,2004
(Studio: Laurie Dhue) Tonight's stories: archaeologists’ discovery of Roman remnants beneath Jerusalem in Israel; the auctioning of a red diamond in Switzerland; a lost whale in a river in Brazil; elephants at a fair in Thailand.,soft_news,international,142216,229,20884,90,2007
"(Studio: Dan Rather) .(Los Angeles: Bill Whitaker) Criticism of the United States Census 2000 examined; details given of the privacy issue. [Texas Governor GEORGE W. BUSH - says he would not want to fill out the long form.] [On radio show, MAN - comments.] [Immigrant Ed ANAYA - talks about being afraid during the last census.] [PERSON - asks why the government wants so much personal information.] [Libertarian Party Mark SELZER - says he did not fill out the form.] [US Census Director Kenneth PREWITT - defends the census.]",hard_news,national,279330,527,11788,130,2000
"(Studio: Peter Jennings) President Bush's signing of the Medicare bill that carries a drug prescription plan for seniors reported; ABC News/""""""""Washington Post"""""""" poll figures cited.(White House: Terry Moran) The politics & tenets of the bill examined; scenes shown of the signing ceremonies; details given about how the Medicare plan works & the problems in the drug coverage. [BUSH&nbsp- calls it a great advance for seniors.] [Senator Edward KENNEDY&nbsp- campaigns against the legislation.]",hard_news,national,222914,491,12229,160,2003
(Studio: Aaron Brown) Two headlines about the Middle East cited.(Jerusalem: Kelly Wallace) An Israeli air strike in Gaza City against a Hamas car just before Secretary of State Colin Powell's visit to the region featured; scenes shown of Palestinians gathered around a burned-out car. [Two Palestinian WOMEN - says the Palestinian people support Hamas.] [Hamas leader Abdel-Aziz RANTISI†- {thru translator} says Prime Minister Abu Mazen cannot confront & disarm Hamas.] Further violence in the region with a suicide bombing & the shooting of two Palestinians noted. Statement from a lawyer for the family of late journalist James Miller that the autopsy report indicates he was probably killed by Israeli forces outlined.,hard_news,international,219080,721,12229,260,2003
"(Studio: John Seigenthaler) .(Washington: Joe Johns) The first public comments from Senator Trent Lott since he gave up his job as Senate majority leader featured; scenes shown from Pascagoula, Mississippi. [LOTT&nbsp- says he is a victim of a bad choice of words.] [Mississippi Senator Thad COCHRAN&nbsp- talks about Lott.] [Senator Mitch McCONNELL&nbsp- says there is no position of influence for Lott.] [Senator Patrick LEAHY&nbsp- comments.]",hard_news,national,246000,445,12763,180,2002
(Studio: John Seigenthaler) .(Mexico City: Shellee Smith) The negotiations in Mexico between the government and rebel Zapatistas featured; details given of the rebels' plans to lobby for the rights of the nation's Indians. [Mexico's President Vicente FOX - (thru translator) comments on the Zapatistas' march of peace.] [Zapatista leader Subcommandante MARCOS - (thru translator) comments on government lies.] The changing nature of the revolution in Mexico and the concessions offered by Fox noted. [Center for Strategic and International Studies Delal BAKER - wonders what the revolution's leader Marcos will do after taking off his mask.],hard_news,international,263342,641,12546,150,2001
(Studio: John Berman) .(Los Angeles: Laura Marquez) The lapsing of the estate tax laws that takes a significant part of a large inheritance examined; details given about how the federal government will lose billions in revenue; CBO statistics cited. [Estate tax planner Andrew KATZENSTEIN- cites the savings 7 the decision-making process for families.],hard_news,national,129896,353,12084,100,2010
"(Studio: Brian Williams) The events of the past few days in the presidential campaign reviewed.(Washington: Andrea Mitchell) The contentious race between Democratic Senators Hillary Clinton and Barack Obama updated; details given of Clinton’s criticism of Obama’s pastor, Rev. Jeremiah Wright, and Obama’s criticism of her claims about her time as First Lady. [OBAMA – defends his position on Wright.] [Former State Department spokesman Jamie RUBIN- comments on Clinton’s trip into a war zone.] [Voice of C-17 pilot retired Col. William CHANGOSE- recalls the flight to Bosnia.] [Several times, CLINTON – speaks of sniper fire.] [Yesterday, CLINTON – says she misspoke.] [In December, 2007, CLINTON – says she brought people together in Northern Ireland.] Clinton’s role in the creation of the Children’s Health Insurance Program noted.(Studio: Brian Williams; Washington: Tim Russert) Findings of the latest NBC News/”Wall Street Journal” poll on the race between the Democrats and against Senator John McCain cited and discussed.",hard_news,national,140859,1032,11934,300,2008
(Studio: Tom Llamas) .(Beijing: Bob Woodruff) The US response to North Korea's testing of a new rocket engine for a missile featured; scenes shown of Secretary of State Rex Tillerson with Chinese leader Xi Jinping; details given about the rocket's capabilities. [President TRUMP&nbsp- says North Korea is acting badly.] [TILLERSON&nbsp- says the policy of patience has ended & tensions are quite high.],hard_news,international,30222,404,6050,100,2017
"(Studio: George Stephanopoulos) The destruction of Haiti by an earthquake reported; photos & map shown.(Port-au-Prince: Dan Harris) The devastation in Haiti featured; scenes shown from Port-au-Prince, including the damaged presidential palace, people in the streets, wrecked buildings; details given about the factors making it so damaging. [Voice of pastor Louis ST. GERMAIN- says Port-au-Prince is in panic.] [American Red Cross Matt MAREK- talks about search & rescue.] [Voice of World Vision Haiti Magalie BOYER- says buildings are rubble.] [Salvation Army worker Bob POPP- describe what is happening.](Studio: George Stephanopoulos) .(Port-au-Prince: Kate Snow) The stories of survival in Haiti recounted; photos of aid worker Jillian Thorp, trauma centers & video from a sand pit shown. [Voice of American journalist Frank THORP- recounts his reaction to his buried wife.] [Jillian's father Clay COOK- reacts.] [Doctors Without Borders Paul McPHUN- comments on the trauma reality.](Studio: George Stephanopoulos) A statement from President Obama quoted.(Studio: George Stephanopoulos; Dominican Republic: Martha Raddatz, Richard Besser) The role of the military in rescue efforts in Haiti & the role of medical first responders in such a disaster discussed; photos from Haiti shown.(Studio: George Stephanopoulos) .(Brooklyn: David Muir) The concerns of desperate Haitian Americans about families in Haiti featured; scenes shown from the Haitian community in Brooklyn, including a tiny radio station. [WOMAN&nbsp- comments.] [Radio operator Ricot DUPUUY- talks about his contacts with Haiti.] [In Miami, MAN&nbsp- worries.]",hard_news,international,128809,1637,12084,660,2010
"(Studio: Anderson Cooper) Today's revolution in Egypt with the people demanding democracy noted; scenes shown from Cairo's square of the people celebrating that President Hosni Mubarak is stepping down. [Vice president Omar SULEIMAN&nbsp- {thru translator} says Mubarak has decided to give up.] [Voice of opposition leader Mohamed ElBARADEI, President OBAMA, four Egyptian PEOPLE&nbsp- speak about freedom.](Studio: Anderson Cooper) Some final thoughts from CNN's Ben Wedeman and Ivan Watson and Johns Hopkins University professor Fouad Ajami about Egypt presented. [From Cairo, WEDEMAN&nbsp- says 18 days built to huge demonstrations today.] [From Cairo, WATSON&nbsp- says he feels honor to have witnessed a pure moment of history.] [AJAMI&nbsp- talks about the history of the city of Cairo, the days of vibrant democracy in the past and the legacy of despotism.]",hard_news,international,110643,864,11045,410,2011
"(Studio: David Muir) .(FBI: Pierre Thomas) ABC News exclusive report on the FBI revealing to President Trump's sons, Don, Jr. & Eric, that foreign hackers tried to break into the Trump organization computers while son-in-law Jared Kushner is under FBI scrutiny for his contacts with Russians reviewed. [ABC counterterrorism analyst Matthew OLSEN- explains why people want to hack into the Trump business & why Kushner is being talked to.] [At hearings, former CIA director John BRENNAN- comments on Kushner's contacts.]",hard_news,national,30331,521,6050,170,2017
"(Studio: Savannah Guthrie) .(Jacksonville, Florida: Hallie Jackson) Rumors of chaos in Donald Trump's campaign after a series of controversies, including his refusal to endorse Speaker of the House Paul Ryan, examined; details given about the concerns of top Republicans, including former New York City Mayor Rudolph Giuliani, Newt Gingrich, former President Bush and RNC chair Reince Priebus. [TRUMP&nbsp- says the campaign has never been so well united.] [Trump campaign manager Paul MANAFORT- says the candidate is in control of his campaign.] [Voice of running mate Mike PENCE – endorses Ryan.] [SUPPORTER – comments.](Washington: Kristen Welker) Hillary Clinton’s efforts to capitalize on Trump’s missteps featured; scenes shown of her visiting a tie company; statement of endorsement from Hewlett Packard CEO Meg Whitman quoted; details given about endorsements from New York City Mayor Michael Bloomberg and Mark Cuban and the pledge of support from Republican Representative Richard Hanna. [CLINTON – criticizes Trump’s outsourcing.] [Former Representative Harold FORD- says this is not the time for a victory lap.](Studio: Savannah Guthrie; Washington: Chuck Todd) The possibility of a Trump intervention discussed.",hard_news,national,41836,1228,6299,310,2016
"(Studio: Anderson Cooper; Fayetteville: Jeff Zeleny) President-elect Donald Trump's second """"""""thank you"""""""" tour speech in North Carolina, how some Republicans are worried about what he will do, what he said about veterans, with the Secretary of State slot still to be filled & the problems to get Gen. James Mattis through to be Secretary of Defense discussed.(Studio: Anderson Cooper) Live discussion held with CNN's Kirsten Powers, Trump supporter Kayleigh McEnany, Democrat Paul Begala, David Chalian & retired Air Force Col. Rick Francona about Trump's speech. [POWERS, McENANY, BEGALA, CHALIAN, FRANCONA&nbsp- offer views on Trump's foreign policy vision, his promises, the Mattis nomination, the need for a leader in Defense, the financial cost of some of Trump's promises.] Other material: [In speech, MATTIS&nbsp- speaks about the troops & the defense of our country.]",hard_news,national,32055,874,6299,740,2016
(Studio: Brian Williams) .(Kabul: Jim Maceda) The investigation into the suicide attack on a US base in Afghanistan that killed 7 CIA workers reviewed; map and scenes shown of Forward Operating Base Chapman; details given of the different explanations about the identity of the bomber.,hard_news,international,129929,285,12084,110,2010
"(Studio: Anderson Cooper; Washington: Pamela Brown) The invitation for Trump senior adviser Steve Bannon to sit with the National Security Council {NSC} in place of the chairman of the Joint Chiefs of Staff & national intelligence director discussed. [White House press secretary Sean SPICER&nbsp- reads statement about the NSC.](Studio: Anderson Cooper) What Spicer said about the NSC introduced. [SPICER&nbsp- defends the NSC change.] Live discussion held with CNN's David Axelrod about his time with the NSC. [AXELROD&nbsp- explains his limited role in the NSC sessions, that Bannon is emerging as a key adviser in the White House: new ground; questions the exclusion options, the role of the NSC & the chaos of the rollout of the travel ban; comments on the State Department members questioning policy.]",hard_news,national,28211,807,6050,510,2017
"(Studio: Brian Williams) Simultaneous appearances by President Bush and Federal Reserve Board chairman Ben Bernanke, who gave mixed messages about the economy noted; Stock Market Report.(New York Stock Exchange: Erin Burnett) The high anxiety over the economy featured; the hike in wholesale and energy prices cited; scenes shown of depositors lined up at a failed IndyMac bank in California. [Before Congress, BERNANKE – says the economy continues to face numerous difficulties.] [Treasury Secretary Henry PAULSON- calls for stabilizing the housing industry.] [On CNBC, Fannie Mae CEO Daniel MUDD- says it’s a solid market.](Studio: Brian Williams) .(White House: John Yang) Bush’s attempt to calm fears over the economy featured; details given of his push for offshore oil drilling. [BUSH – says the economy is growing; offers a view on government help for Fannie Mae and Freddie Mac.]",hard_news,national,150333,889,11934,280,2008
"(Studio: Charles Gibson) .(London: Nick Watt) British artist Stephen Wiltshire, who is autistic, profiled; scenes shown from his London gallery of his paintings and drawings of urban scenes. [WILTSHIRE&nbsp- says he memorized the cityscape for the picture; shows his fast drawing of Picadilly Circus in London.]",soft_news,international,144810,313,11934,170,2008
"(Studio: Anderson Cooper; White House: Jim Acosta) The White House's scathing response {quoted} to the release of President Trump's 2005 tax return, the issue of his refusal to release his tax returns during the presidential election campaign discussed.(Studio: Anderson Cooper) Live discussion held with CNN's """"""""Washington Post""""""""'s Philip Bump, Van Jones, former Trump adviser Jason Miller, Gloria Borger, New Yorker""""""""'s Ryan Lizza, Democrat Paul Begala & conservative Matt Lewis about Trump's taxes. [BUMP, LIZZA, BEGALA, LEWIS, BORGER, MILLER, JONES&nbsp- offer views on what could be learned from his tax returns beyond income/taxes, whether the public cares about the taxes, are there details of deals with Russia in form 8938 & conflicts of issue.]",hard_news,national,30987,754,6050,650,2017
"(Studio: Anderson Cooper) A tweet from Preet Bharara, a US attorney fired by President Trump, on the firing of FBI director James Comey quoted; photos shown of Trump meeting with Russian officials & Henry Kissinger.(Studio: Anderson Cooper) Live discussion held with CNN's Carl Bernstein & David Gergen about the Comey firing. [BERNSTEIN, GERGEN&nbsp- offer views on Trump impeding a national security investigation with Russia trying to destabilize the US, the """"""""echoes of Watergate"""""""" with the firing of the man in charge of the investigation, the issues of Trump's tax records & what national security director Michael Flynn did, the need to do the investigating carefully, the Nixon impeachment.]",hard_news,national,33074,699,6050,510,2017
"(Studio: Brian Williams) .(White House: Chuck Todd) Off-year elections that may be a reflection on President Obama and the Democrats featured; scenes shown of Obama in Boston; details given about the New Jersey governors race between incumbent Jon Corzine, Chris Christie and Chris Daggett, the Virginia governors race between Bob McDonnell and Creigh Deeds, and the Congressional election in New York in which Newt Gingrich and Sarah Palin are supporting different candidates; ads against Christie and for McDonnell shown. [In debate, DAGGETT – jokes.] [Political analyst Stuart ROTHENBERG- comments on Daggett and the division within the Republican Party.] Campaign spending by Corzine and New York City Mayor Michael Bloomberg cited.",hard_news,national,125060,740,12581,170,2009
"[Secretary of State Condoleezza RICE&nbsp- speaks about the presidential election campaigns.](Studio: Anderson Cooper) Live in-studio """"""""strategy session"""""""" discussion held with CNN's David Gergen, Republican strategist Ed Rollins and Center for the Advancement of Women president Faye Wattleton about the McCain-Obama race. [WATTLETON, ROLLINS, GERGEN&nbsp- offer views on how Obama performed during his campaign against Senator Hillary Clinton, the national campaign between Obama and McCain, for Obama to define what his presidency would look like, what McCain needs to do about his message, the race issue.]",hard_news,national,152947,609,11934,300,2008
(Studio: Norah O'Donnell) The wildfires in six western states reported; scenes shown of flames and burned-out houses in Colorado and a fire in Utah.,hard_news,national,85354,148,11556,30,2012
"(Studio: Scott Pelley) The crisis in Iraq introduced; map of ISIS-controlled areas shown. [President OBAMA – says he has asked his security team for options to help support Iraq’s security forces.](Baghdad: Clarissa Ward) The call from cleric Ayatollah Sistanifor the mobilization of Shiite militias to combat the insurgents featured; scenes shown of men gathering in Baghdad and of militants in Mosul showing off equipment seized from fleeing Iraqi soldiers; details given about the militants announcement that they are implementing strict Islamic Sharia law. The Iraqi government’s plans to defend itself discussed.(Studio: Scott Pelley) The ISIS agenda reviewed; photo shown of leader Abu Bakr al-Baghdadi.(Erbil, Iraq: Holly Williams) Distrust of Iraq’s government by Sunni Muslims and the Kurds featured; scenes shown from Mosul, where residents cheered the militants. [MAN {through reporter's translation} – says people are fed up with the government.](Studio: Scott Pelley) US casualties in Iraq cited.(White House: Major Garrett) Obama’s consideration of options for a US response featured; details given about his warning to Iraqi Prime Minister Nuri al-Maliki to work with his Sunni political opponents. [OBAMA – says the US is not going to involve itself in a military action in the absence of a political plan.](Studio: Scott Pelley) .(Pentagon: David Martin) US military options reviewed; details given about the development of plans for air strikes and the deployment of the USS Bush to the northern Persian Gulf. The collapse of the Iraqi army discussed.(Studio: Scott Pelley) (Damascus: Elizabeth Palmer) The use of American military equipment captured in Iraq by ISIS extremists in Syria featured.",hard_news,international,49765,1717,11255,630,2014
"(Studio: David Muir) A major earthquake in Turkey introduced; photos shown.(Istanbul: Alex Marquardt) The earthquake in Turkey featured; scenes and photos shown from the streets of wreckage, the injured, search and rescue. [Voice of Al Jazeera's Anita McNAUGHT- describes what happened.]",hard_news,international,80179,288,11045,120,2011
"(Studio: Jose Diaz Balart) .(No location given: Matt Bradley) The newly released dashcam video of a police shooting in August of a black man, Patrick Harmon, in Salt Lake City featured; video of the shooting shown; details given of the D.A.'s report.",hard_news,local,36732,251,6050,110,2017
"(Studio: Kate Snow) .(New York: Katy Tur) Donald Trump's attack on opponent Hillary Clinton featured. [TRUMP&nbsp- criticizes Hillary & former President Bill Clinton for abusing women.] [Four days ago, TRUMP&nbsp- wants a policy-oriented campaign,] A response from Clinton press secretary Brian Fallon quoted. [""""""""New York Times"""""""" Jeremy PETERS- assesses the Trump campaign.] [CLINTON&nbsp- says Trump only has a slogan.]",hard_news,national,44822,421,6299,140,2016
"(Studio: Soledad O'Brien) The first anniversary of the explosion of the BP oil rig causing a leak into the Gulf of Mexico noted; scenes shown of oil in the marshes, on the beaches; details given about the drop in beach tourism, about the state of changes and resumption of oil drilling. [BP COO Doug SUTTLES, President OBAMA&nbsp- promise to get the job done.] [CNN's David MATTINGLY, National Park Service Dan BROWN- say the oil is still here.] [July 15, 2010, oil claims administrator Ken FEINBERG- outlines his approach to claims.] [With CNN's Tom Foreman, restaurant owner Sarah RIGAUD- complains.] [Bureau of Ocean Energy Management Michael BROMWICH- says the changes have been sweeping.](Studio: Soledad O'Brien) A look back at Day One and the days after in the Gulf presented; scenes shown of the fiery oil rig, oil in the water, the oil flow, in the marshes. [CNN's Anderson COOPER, retired Coast Guard Adm. Thad ALLEN, BP CEO Tony HAYWARD, SUTTLES, Rice University historian Douglas BRINKLEY, CNN's Gary TUCHMAN, Plaquemines Parish president Billy NUNGESSER, local WOMAN, resident James CARVILL, Representative Steve SCALISE, OBAMA, CNN's Randi KAYE&nbsp- recall what happened in the Gulf, the oil leak, plans to stop the leak, BP avoidance, the amount of leakage, disrupted lives, questions about who was in charge, accountability.](Studio: Soledad O'Brien) Live discussion held with Nungesser and Brinkley about the Gulf. [NUNGESSER&nbsp- talks about how we still have a problem and asks who is in charge.] [BRINKLEY&nbsp- criticizes BP for not fulfilling their promise to the people of Louisiana, but a lot of oil has dispersed.]",hard_news,national,107346,1647,11045,990,2011
